PGM_ID,HSE_ID,HSE_MEASURE_ID,TABLE_CODE,CODE_DESC,CODE,MEASURE_CMNTS
20046,15281,114,ECL,Korean Existing Chemicals Inventory,KKDIK,"* MSDS not required - article
* At time of review, Component meets EU article & global inventory exemptions
Material=Cellulose Rayon; Fabric dip=Supplier RFL - not current GY dip; No other adhesion promotor.
"
20046,15281,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,"* MSDS not required - article
* At time of review, Component meets EU article & global inventory exemptions
Material=Cellulose Rayon; Fabric dip=Supplier RFL - not current GY dip; No other adhesion promotor.
"
20046,15281,116,CLECS,Chinese List of Existing Chemical substances,SOAF,"* MSDS not required - article
* At time of review, Component meets EU article & global inventory exemptions
Material=Cellulose Rayon; Fabric dip=Supplier RFL - not current GY dip; No other adhesion promotor.
"
20046,15281,117,NZTSD,New Zealand Toxic Substances Database,,"* MSDS not required - article
* At time of review, Component meets EU article & global inventory exemptions
Material=Cellulose Rayon; Fabric dip=Supplier RFL - not current GY dip; No other adhesion promotor.
"
20046,15281,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,"* MSDS not required - article
* At time of review, Component meets EU article & global inventory exemptions
Material=Cellulose Rayon; Fabric dip=Supplier RFL - not current GY dip; No other adhesion promotor.
"
20910,15661,109,CEPA,Canadian Environmental Protection Act,,"* At review, per SDS, listed/exempt for: TSCA, DSL/NDSL, EINECS, AICS, ENCS, KECL, PICCS, IECSA (China), & NZIoC.
* Per supplier docs: REACH Acceptable, Turkey/Switz Exempt
"
20910,15661,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,"* At review, per SDS, listed/exempt for: TSCA, DSL/NDSL, EINECS, AICS, ENCS, KECL, PICCS, IECSA (China), & NZIoC.
* Per supplier docs: REACH Acceptable, Turkey/Switz Exempt
"
20910,15661,111,ELINCS,European REACH,CEPAN,"* At review, per SDS, listed/exempt for: TSCA, DSL/NDSL, EINECS, AICS, ENCS, KECL, PICCS, IECSA (China), & NZIoC.
* Per supplier docs: REACH Acceptable, Turkey/Switz Exempt
"
20910,15661,112,AICS,Australian Inventory of chemical Substances,ELINCS,"* At review, per SDS, listed/exempt for: TSCA, DSL/NDSL, EINECS, AICS, ENCS, KECL, PICCS, IECSA (China), & NZIoC.
* Per supplier docs: REACH Acceptable, Turkey/Switz Exempt
"
20910,15661,113,ENCS,Japanese Existing and New Chemical substances,EINECS,"* At review, per SDS, listed/exempt for: TSCA, DSL/NDSL, EINECS, AICS, ENCS, KECL, PICCS, IECSA (China), & NZIoC.
* Per supplier docs: REACH Acceptable, Turkey/Switz Exempt
"
20910,15661,114,ECL,Korean Existing Chemicals Inventory,KKDIK,"* At review, per SDS, listed/exempt for: TSCA, DSL/NDSL, EINECS, AICS, ENCS, KECL, PICCS, IECSA (China), & NZIoC.
* Per supplier docs: REACH Acceptable, Turkey/Switz Exempt
"
20910,15661,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,"* At review, per SDS, listed/exempt for: TSCA, DSL/NDSL, EINECS, AICS, ENCS, KECL, PICCS, IECSA (China), & NZIoC.
* Per supplier docs: REACH Acceptable, Turkey/Switz Exempt
"
20910,15661,116,CLECS,Chinese List of Existing Chemical substances,SOAF,"* At review, per SDS, listed/exempt for: TSCA, DSL/NDSL, EINECS, AICS, ENCS, KECL, PICCS, IECSA (China), & NZIoC.
* Per supplier docs: REACH Acceptable, Turkey/Switz Exempt
"
20910,15661,117,NZTSD,New Zealand Toxic Substances Database,,"* At review, per SDS, listed/exempt for: TSCA, DSL/NDSL, EINECS, AICS, ENCS, KECL, PICCS, IECSA (China), & NZIoC.
* Per supplier docs: REACH Acceptable, Turkey/Switz Exempt
"
20910,15661,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,"* At review, per SDS, listed/exempt for: TSCA, DSL/NDSL, EINECS, AICS, ENCS, KECL, PICCS, IECSA (China), & NZIoC.
* Per supplier docs: REACH Acceptable, Turkey/Switz Exempt
"
20928,15641,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
20928,15641,109,CEPA,Canadian Environmental Protection Act,,"* At review, per SDS, listed/exempt for: TSCA, DSL/NDSL, EINECS, AICS, ENCS, KECL, PICCS, IECSA (China), & NZIoC.
* Per supplier docs: REACH Acceptable, Turkey/Switz Exempt"
20928,15641,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,"* At review, per SDS, listed/exempt for: TSCA, DSL/NDSL, EINECS, AICS, ENCS, KECL, PICCS, IECSA (China), & NZIoC.
* Per supplier docs: REACH Acceptable, Turkey/Switz Exempt"
20928,15641,111,ELINCS,European REACH,CEPAN,"* At review, per SDS, listed/exempt for: TSCA, DSL/NDSL, EINECS, AICS, ENCS, KECL, PICCS, IECSA (China), & NZIoC.
* Per supplier docs: REACH Acceptable, Turkey/Switz Exempt"
20928,15641,112,AICS,Australian Inventory of chemical Substances,ELINCS,"* At review, per SDS, listed/exempt for: TSCA, DSL/NDSL, EINECS, AICS, ENCS, KECL, PICCS, IECSA (China), & NZIoC.
* Per supplier docs: REACH Acceptable, Turkey/Switz Exempt"
20928,15641,113,ENCS,Japanese Existing and New Chemical substances,EINECS,"* At review, per SDS, listed/exempt for: TSCA, DSL/NDSL, EINECS, AICS, ENCS, KECL, PICCS, IECSA (China), & NZIoC.
* Per supplier docs: REACH Acceptable, Turkey/Switz Exempt"
20928,15641,114,ECL,Korean Existing Chemicals Inventory,KKDIK,"* At review, per SDS, listed/exempt for: TSCA, DSL/NDSL, EINECS, AICS, ENCS, KECL, PICCS, IECSA (China), & NZIoC.
* Per supplier docs: REACH Acceptable, Turkey/Switz Exempt"
20928,15641,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,"* At review, per SDS, listed/exempt for: TSCA, DSL/NDSL, EINECS, AICS, ENCS, KECL, PICCS, IECSA (China), & NZIoC.
* Per supplier docs: REACH Acceptable, Turkey/Switz Exempt"
20928,15641,116,CLECS,Chinese List of Existing Chemical substances,SOAF,"* At review, per SDS, listed/exempt for: TSCA, DSL/NDSL, EINECS, AICS, ENCS, KECL, PICCS, IECSA (China), & NZIoC.
* Per supplier docs: REACH Acceptable, Turkey/Switz Exempt"
20928,15641,117,NZTSD,New Zealand Toxic Substances Database,,"* At review, per SDS, listed/exempt for: TSCA, DSL/NDSL, EINECS, AICS, ENCS, KECL, PICCS, IECSA (China), & NZIoC.
* Per supplier docs: REACH Acceptable, Turkey/Switz Exempt"
20928,15641,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,"* At review, per SDS, listed/exempt for: TSCA, DSL/NDSL, EINECS, AICS, ENCS, KECL, PICCS, IECSA (China), & NZIoC.
* Per supplier docs: REACH Acceptable, Turkey/Switz Exempt"
20910,15661,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
20919,15744,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
20919,15744,109,CEPA,Canadian Environmental Protection Act,,"* At review, per CIRF, listed/exempt for: TSCA, DSL/NDSL, EINECS, AICS, ENCS, KECL, PICCS, IECSA (China), & NZIoC.
* REACH Acceptable per CIRF"
20919,15744,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,"* At review, per CIRF, listed/exempt for: TSCA, DSL/NDSL, EINECS, AICS, ENCS, KECL, PICCS, IECSA (China), & NZIoC.
* REACH Acceptable per CIRF"
20919,15744,111,ELINCS,European REACH,CEPAN,"* At review, per CIRF, listed/exempt for: TSCA, DSL/NDSL, EINECS, AICS, ENCS, KECL, PICCS, IECSA (China), & NZIoC.
* REACH Acceptable per CIRF"
20919,15744,112,AICS,Australian Inventory of chemical Substances,ELINCS,"* At review, per CIRF, listed/exempt for: TSCA, DSL/NDSL, EINECS, AICS, ENCS, KECL, PICCS, IECSA (China), & NZIoC.
* REACH Acceptable per CIRF"
20919,15744,113,ENCS,Japanese Existing and New Chemical substances,EINECS,"* At review, per CIRF, listed/exempt for: TSCA, DSL/NDSL, EINECS, AICS, ENCS, KECL, PICCS, IECSA (China), & NZIoC.
* REACH Acceptable per CIRF"
20919,15744,114,ECL,Korean Existing Chemicals Inventory,KKDIK,"* At review, per CIRF, listed/exempt for: TSCA, DSL/NDSL, EINECS, AICS, ENCS, KECL, PICCS, IECSA (China), & NZIoC.
* REACH Acceptable per CIRF"
20919,15744,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,"* At review, per CIRF, listed/exempt for: TSCA, DSL/NDSL, EINECS, AICS, ENCS, KECL, PICCS, IECSA (China), & NZIoC.
* REACH Acceptable per CIRF"
20919,15744,116,CLECS,Chinese List of Existing Chemical substances,SOAF,"* At review, per CIRF, listed/exempt for: TSCA, DSL/NDSL, EINECS, AICS, ENCS, KECL, PICCS, IECSA (China), & NZIoC.
* REACH Acceptable per CIRF"
20919,15744,117,NZTSD,New Zealand Toxic Substances Database,,"* At review, per CIRF, listed/exempt for: TSCA, DSL/NDSL, EINECS, AICS, ENCS, KECL, PICCS, IECSA (China), & NZIoC.
* REACH Acceptable per CIRF"
20919,15744,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
19677,15901,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
19677,15901,109,CEPA,Canadian Environmental Protection Act,,
19677,15901,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,
19677,15901,111,ELINCS,European REACH,CEPAN,
19677,15901,112,AICS,Australian Inventory of chemical Substances,ELINCS,
19677,15901,113,ENCS,Japanese Existing and New Chemical substances,EINECS,
19677,15901,114,ECL,Korean Existing Chemicals Inventory,KKDIK,
19677,15901,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
19677,15901,116,CLECS,Chinese List of Existing Chemical substances,SOAF,
19677,15901,117,NZTSD,New Zealand Toxic Substances Database,,
19677,15901,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
20724,16086,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
20724,16086,109,CEPA,Canadian Environmental Protection Act,,
20724,16086,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,
20724,16086,111,ELINCS,European REACH,CEPAN,
20724,16086,112,AICS,Australian Inventory of chemical Substances,ELINCS,
20724,16086,113,ENCS,Japanese Existing and New Chemical substances,EINECS,
20724,16086,114,ECL,Korean Existing Chemicals Inventory,KKDIK,
20724,16086,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
20724,16086,116,CLECS,Chinese List of Existing Chemical substances,SOAF,
20724,16086,117,NZTSD,New Zealand Toxic Substances Database,,
14953,16241,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
20724,16086,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
14953,16241,109,CEPA,Canadian Environmental Protection Act,,
14953,16241,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,
14953,16241,111,ELINCS,European REACH,CEPAN,
14953,16241,112,AICS,Australian Inventory of chemical Substances,ELINCS,
14953,16241,113,ENCS,Japanese Existing and New Chemical substances,EINECS,
14953,16241,114,ECL,Korean Existing Chemicals Inventory,KKDIK,
14953,16241,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
14953,16241,116,CLECS,Chinese List of Existing Chemical substances,SOAF,
14953,16241,117,NZTSD,New Zealand Toxic Substances Database,,
14953,16241,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
25212,18542,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
25212,18542,109,CEPA,Canadian Environmental Protection Act,,
23130,17122,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,"At the time of review, component meets EU article and global inventory exemptions.
Material: Nylon 6 Industrial Yarn
GY dip: 4000C/4000C"
23130,17122,109,CEPA,Canadian Environmental Protection Act,,"At the time of review, component meets EU article and global inventory exemptions.
Material: Nylon 6 Industrial Yarn
GY dip: 4000C/4000C"
23130,17122,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,"At the time of review, component meets EU article and global inventory exemptions.
Material: Nylon 6 Industrial Yarn
GY dip: 4000C/4000C"
23130,17122,111,ELINCS,European REACH,CEPAN,"At the time of review, component meets EU article and global inventory exemptions.
Material: Nylon 6 Industrial Yarn
GY dip: 4000C/4000C"
23130,17122,112,AICS,Australian Inventory of chemical Substances,ELINCS,"At the time of review, component meets EU article and global inventory exemptions.
Material: Nylon 6 Industrial Yarn
GY dip: 4000C/4000C"
23130,17122,113,ENCS,Japanese Existing and New Chemical substances,EINECS,"At the time of review, component meets EU article and global inventory exemptions.
Material: Nylon 6 Industrial Yarn
GY dip: 4000C/4000C"
23130,17122,114,ECL,Korean Existing Chemicals Inventory,KKDIK,"At the time of review, component meets EU article and global inventory exemptions.
Material: Nylon 6 Industrial Yarn
GY dip: 4000C/4000C"
23130,17122,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,"At the time of review, component meets EU article and global inventory exemptions.
Material: Nylon 6 Industrial Yarn
GY dip: 4000C/4000C"
23130,17122,116,CLECS,Chinese List of Existing Chemical substances,SOAF,"At the time of review, component meets EU article and global inventory exemptions.
Material: Nylon 6 Industrial Yarn
GY dip: 4000C/4000C"
23130,17122,117,NZTSD,New Zealand Toxic Substances Database,,"At the time of review, component meets EU article and global inventory exemptions.
Material: Nylon 6 Industrial Yarn
GY dip: 4000C/4000C"
23130,17122,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,"At the time of review, component meets EU article and global inventory exemptions.
Material: Nylon 6 Industrial Yarn
GY dip: 4000C/4000C"
25212,18542,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,
25212,18542,111,ELINCS,European REACH,CEPAN,polymer
25212,18542,112,AICS,Australian Inventory of chemical Substances,ELINCS,
24929,18541,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
24929,18541,109,CEPA,Canadian Environmental Protection Act,,
24929,18541,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,
24929,18541,111,ELINCS,European REACH,CEPAN,No REACH information. Not approved for use in EMEA
24929,18541,112,AICS,Australian Inventory of chemical Substances,ELINCS,
24929,18541,113,ENCS,Japanese Existing and New Chemical substances,EINECS,As per supplier CIRF
25212,18542,113,ENCS,Japanese Existing and New Chemical substances,EINECS,
24929,18541,114,ECL,Korean Existing Chemicals Inventory,KKDIK,As per supplier CIRF
24929,18541,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
24929,18541,116,CLECS,Chinese List of Existing Chemical substances,SOAF,As per supplier CIRF
24929,18541,117,NZTSD,New Zealand Toxic Substances Database,,
24929,18541,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
25287,18561,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
25287,18561,109,CEPA,Canadian Environmental Protection Act,,
25287,18561,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,
25287,18561,111,ELINCS,European REACH,CEPAN,No REACH registration information provided
25287,18561,112,AICS,Australian Inventory of chemical Substances,ELINCS,
25287,18561,113,ENCS,Japanese Existing and New Chemical substances,EINECS,
25287,18561,114,ECL,Korean Existing Chemicals Inventory,KKDIK,
25287,18561,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
25287,18561,116,CLECS,Chinese List of Existing Chemical substances,SOAF,
25287,18561,117,NZTSD,New Zealand Toxic Substances Database,,
25287,18561,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
25314,18581,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
25314,18581,109,CEPA,Canadian Environmental Protection Act,,
25212,18542,114,ECL,Korean Existing Chemicals Inventory,KKDIK,
25212,18542,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
25212,18542,116,CLECS,Chinese List of Existing Chemical substances,SOAF,
25212,18542,117,NZTSD,New Zealand Toxic Substances Database,,
25212,18542,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
44673,24441,90,MSDS,MSDS Requirement,MSDS,
44673,24441,91,TSCA,TSCA Certificate,TSCA,
44673,24441,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
44673,24441,109,CEPA,Canadian Environmental Protection Act,,
44673,24441,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,
44673,24441,111,ELINCS,European REACH,CEPAN,
44673,24441,112,AICS,Australian Inventory of chemical Substances,ELINCS,
44673,24441,113,ENCS,Japanese Existing and New Chemical substances,EINECS,
44673,24441,114,ECL,Korean Existing Chemicals Inventory,KKDIK,
44673,24441,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
44673,24441,116,CLECS,Chinese List of Existing Chemical substances,SOAF,
25314,18581,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,
25314,18581,111,ELINCS,European REACH,CEPAN,
25314,18581,112,AICS,Australian Inventory of chemical Substances,ELINCS,
25314,18581,113,ENCS,Japanese Existing and New Chemical substances,EINECS,
25314,18581,114,ECL,Korean Existing Chemicals Inventory,KKDIK,
25314,18581,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
25314,18581,116,CLECS,Chinese List of Existing Chemical substances,SOAF,
25314,18581,117,NZTSD,New Zealand Toxic Substances Database,,
25314,18581,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
45819,24481,90,MSDS,MSDS Requirement,MSDS,Aquatic Chronic 3; H412 Harmful to aquatic life with long lasting effects.
45819,24481,91,TSCA,TSCA Certificate,TSCA,
45819,24481,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
45819,24481,109,CEPA,Canadian Environmental Protection Act,,
45819,24481,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,
45819,24481,111,ELINCS,European REACH,CEPAN,
45819,24481,112,AICS,Australian Inventory of chemical Substances,ELINCS,
45819,24481,113,ENCS,Japanese Existing and New Chemical substances,EINECS,
45819,24481,114,ECL,Korean Existing Chemicals Inventory,KKDIK,
45819,24481,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
45819,24481,116,CLECS,Chinese List of Existing Chemical substances,SOAF,
25288,18621,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
25288,18621,109,CEPA,Canadian Environmental Protection Act,,
25288,18621,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,
25288,18621,111,ELINCS,European REACH,CEPAN,"No specific REACH information provided, may be exempt poly with extender oil"
25288,18621,112,AICS,Australian Inventory of chemical Substances,ELINCS,
25288,18621,113,ENCS,Japanese Existing and New Chemical substances,EINECS,
25288,18621,114,ECL,Korean Existing Chemicals Inventory,KKDIK,
25288,18621,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
25288,18621,116,CLECS,Chinese List of Existing Chemical substances,SOAF,
25288,18621,117,NZTSD,New Zealand Toxic Substances Database,,
25288,18621,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
44673,24441,117,NZTSD,New Zealand Toxic Substances Database,,
44673,24441,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
45819,24481,117,NZTSD,New Zealand Toxic Substances Database,,
45819,24481,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
19625,14707,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,"* At time of review, Component meets EU article & global inventory exemptions
"
19625,14707,109,CEPA,Canadian Environmental Protection Act,,"* At time of review, Component meets EU article & global inventory exemptions
"
19625,14707,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,"* At time of review, Component meets EU article & global inventory exemptions
"
19625,14707,111,ELINCS,European REACH,CEPAN,"* At time of review, Component meets EU article & global inventory exemptions
"
19625,14707,112,AICS,Australian Inventory of chemical Substances,ELINCS,"* At time of review, Component meets EU article & global inventory exemptions
"
19625,14707,113,ENCS,Japanese Existing and New Chemical substances,EINECS,"* At time of review, Component meets EU article & global inventory exemptions
"
19625,14707,114,ECL,Korean Existing Chemicals Inventory,KKDIK,"* At time of review, Component meets EU article & global inventory exemptions
"
19625,14707,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,"* At time of review, Component meets EU article & global inventory exemptions
"
19625,14707,116,CLECS,Chinese List of Existing Chemical substances,SOAF,"* At time of review, Component meets EU article & global inventory exemptions
"
19625,14707,117,NZTSD,New Zealand Toxic Substances Database,,"* At time of review, Component meets EU article & global inventory exemptions
"
19625,14707,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,"* At time of review, Component meets EU article & global inventory exemptions
"
20068,15621,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
20068,15621,109,CEPA,Canadian Environmental Protection Act,,
18395,14421,90,MSDS,MSDS Requirement,MSDS,
18395,14421,91,TSCA,TSCA Certificate,TSCA,
18395,14421,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
18395,14421,109,CEPA,Canadian Environmental Protection Act,,
18395,14421,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,
18395,14421,111,ELINCS,European REACH,CEPAN,
18395,14421,112,AICS,Australian Inventory of chemical Substances,ELINCS,
18395,14421,113,ENCS,Japanese Existing and New Chemical substances,EINECS,
18395,14421,114,ECL,Korean Existing Chemicals Inventory,KKDIK,
18395,14421,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
18395,14421,116,CLECS,Chinese List of Existing Chemical substances,SOAF,
18395,14421,117,NZTSD,New Zealand Toxic Substances Database,,
18395,14421,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
20068,15621,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,
20068,15621,111,ELINCS,European REACH,CEPAN,
20068,15621,112,AICS,Australian Inventory of chemical Substances,ELINCS,
20068,15621,113,ENCS,Japanese Existing and New Chemical substances,EINECS,
20068,15621,114,ECL,Korean Existing Chemicals Inventory,KKDIK,
20068,15621,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
20068,15621,116,CLECS,Chinese List of Existing Chemical substances,SOAF,
20068,15621,117,NZTSD,New Zealand Toxic Substances Database,,
20068,15621,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,
21366,15904,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,* Supplier information does not indicate any concerns
21366,15904,109,CEPA,Canadian Environmental Protection Act,,"* MSDS not required - article 
* At time of review, Component meets EU article & global inventory exemptions
* Material =Nylon 66; Dip=4100C/4100C, 4116C/4116C, RFL (see GY formulation) w/ signed CIRF; no other adhesion promoters"
20770,16901,91,TSCA,TSCA Certificate,TSCA,"Based on CIRF from supplier, this material qualifies as an Article. Nylon 6,6 with Goodyear dip 4100C.  There are no conflict minerals."
20770,16901,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,"Based on CIRF from supplier, this material qualifies as an Article. Nylon 6,6 with Goodyear dip 4100C.  There are no conflict minerals."
20770,16901,109,CEPA,Canadian Environmental Protection Act,,"Based on CIRF from supplier, this material qualifies as an Article. Nylon 6,6 with Goodyear dip 4100C.  There are no conflict minerals."
20770,16901,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,"Based on CIRF from supplier, this material qualifies as an Article. Nylon 6,6 with Goodyear dip 4100C.  There are no conflict minerals."
20770,16901,111,ELINCS,European REACH,CEPAN,"Based on CIRF from supplier, this material qualifies as an Article. Nylon 6,6 with Goodyear dip 4100C.  There are no conflict minerals."
20770,16901,112,AICS,Australian Inventory of chemical Substances,ELINCS,"Based on CIRF from supplier, this material qualifies as an Article. Nylon 6,6 with Goodyear dip 4100C.  There are no conflict minerals."
20770,16901,113,ENCS,Japanese Existing and New Chemical substances,EINECS,"Based on CIRF from supplier, this material qualifies as an Article. Nylon 6,6 with Goodyear dip 4100C.  There are no conflict minerals."
20770,16901,114,ECL,Korean Existing Chemicals Inventory,KKDIK,"Based on CIRF from supplier, this material qualifies as an Article. Nylon 6,6 with Goodyear dip 4100C.  There are no conflict minerals."
20770,16901,90,MSDS,MSDS Requirement,MSDS,Still Need SDS.  Material does qualify as an Article.
20770,16901,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,"Based on CIRF from supplier, this material qualifies as an Article. Nylon 6,6 with Goodyear dip 4100C.  There are no conflict minerals."
20770,16901,116,CLECS,Chinese List of Existing Chemical substances,SOAF,"Based on CIRF from supplier, this material qualifies as an Article. Nylon 6,6 with Goodyear dip 4100C.  There are no conflict minerals."
21366,15904,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,"* MSDS not required - article 
* At time of review, Component meets EU article & global inventory exemptions
* Material =Nylon 66; Dip=4100C/4100C, 4116C/4116C, RFL (see GY formulation) w/ signed CIRF; no other adhesion promoters"
21366,15904,111,ELINCS,European REACH,CEPAN,"* MSDS not required - article 
* At time of review, Component meets EU article & global inventory exemptions
* Material =Nylon 66; Dip=4100C/4100C, 4116C/4116C, RFL (see GY formulation) w/ signed CIRF; no other adhesion promoters"
21366,15904,112,AICS,Australian Inventory of chemical Substances,ELINCS,"* MSDS not required - article 
* At time of review, Component meets EU article & global inventory exemptions
* Material =Nylon 66; Dip=4100C/4100C, 4116C/4116C, RFL (see GY formulation) w/ signed CIRF; no other adhesion promoters"
21366,15904,113,ENCS,Japanese Existing and New Chemical substances,EINECS,"* MSDS not required - article 
* At time of review, Component meets EU article & global inventory exemptions
* Material =Nylon 66; Dip=4100C/4100C, 4116C/4116C, RFL (see GY formulation) w/ signed CIRF; no other adhesion promoters"
21366,15904,114,ECL,Korean Existing Chemicals Inventory,KKDIK,"* MSDS not required - article 
* At time of review, Component meets EU article & global inventory exemptions
* Material =Nylon 66; Dip=4100C/4100C, 4116C/4116C, RFL (see GY formulation) w/ signed CIRF; no other adhesion promoters"
21366,15904,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,"* MSDS not required - article 
* At time of review, Component meets EU article & global inventory exemptions
* Material =Nylon 66; Dip=4100C/4100C, 4116C/4116C, RFL (see GY formulation) w/ signed CIRF; no other adhesion promoters"
21366,15904,116,CLECS,Chinese List of Existing Chemical substances,SOAF,"* MSDS not required - article 
* At time of review, Component meets EU article & global inventory exemptions
* Material =Nylon 66; Dip=4100C/4100C, 4116C/4116C, RFL (see GY formulation) w/ signed CIRF; no other adhesion promoters"
21366,15904,117,NZTSD,New Zealand Toxic Substances Database,,"* MSDS not required - article 
* At time of review, Component meets EU article & global inventory exemptions
* Material =Nylon 66; Dip=4100C/4100C, 4116C/4116C, RFL (see GY formulation) w/ signed CIRF; no other adhesion promoters"
21366,15904,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,"* MSDS not required - article 
* At time of review, Component meets EU article & global inventory exemptions
* Material =Nylon 66; Dip=4100C/4100C, 4116C/4116C, RFL (see GY formulation) w/ signed CIRF; no other adhesion promoters"
20770,16901,117,NZTSD,New Zealand Toxic Substances Database,,"Based on CIRF from supplier, this material qualifies as an Article. Nylon 6,6 with Goodyear dip 4100C.  There are no conflict minerals."
20770,16901,202,TAIWANECN,Taiwan Existing and New Chemical Notification,ENCS,"Based on CIRF from supplier, this material qualifies as an Article. Nylon 6,6 with Goodyear dip 4100C.  There are no conflict minerals."
19735,14701,90,MSDS,MSDS Requirement,MSDS,
19735,14701,91,TSCA,TSCA Certificate,TSCA,
19735,14701,108,TSCASEC,"TSCA Sections 4,5,6,7,8 or 12 ",,
19735,14701,109,CEPA,Canadian Environmental Protection Act,,
19735,14701,110,EINECS,European Inventory of Existing Commercial Chemical,CEPA,
19735,14701,111,ELINCS,European REACH,CEPAN,
19735,14701,112,AICS,Australian Inventory of chemical Substances,ELINCS,
19735,14701,113,ENCS,Japanese Existing and New Chemical substances,EINECS,
19735,14701,114,ECL,Korean Existing Chemicals Inventory,KKDIK,
19735,14701,115,PICCS,Philippine Inventory of Chemicals and Chemic,SERB,
