PGM_ID,HSE_ID,HSE_MEASURE_ID,CODE,MEASURE_STATUS,PROP_PLANT_TRIAL_ID,PROP_PLANT_FOR_TRIAL,PROP_REGION,MATERIAL_CODE_ID,REGION_FOR_SOS_APPROVAL
331,3341,91,TSCA,Y,,,,4021.0,EMEA
331,3341,91,TSCA,Y,,,,4021.0,North America
331,3341,91,TSCA,Y,,,,4021.0,LA
331,3341,109,TSCASEC,Y,,,,4021.0,EMEA
331,3341,109,TSCASEC,Y,,,,4021.0,LA
331,3341,109,TSCASEC,Y,,,,4021.0,North America
331,3341,109,TSCASEC,Y,,,,4021.0,AP
331,3341,110,CEPA,Y,,,,4021.0,AP
331,3341,110,CEPA,Y,,,,4021.0,EMEA
331,3341,110,CEPA,Y,,,,4021.0,North America
331,3341,110,CEPA,Y,,,,4021.0,LA
331,3341,111,CEPAN,N,,,,4021.0,EMEA
331,3341,111,CEPAN,N,,,,4021.0,LA
331,3341,111,CEPAN,N,,,,4021.0,North America
331,3341,111,CEPAN,N,,,,4021.0,AP
331,3341,112,ELINCS,U,,,,4021.0,AP
331,3341,112,ELINCS,U,,,,4021.0,EMEA
331,3341,112,ELINCS,U,,,,4021.0,North America
331,3341,112,ELINCS,U,,,,4021.0,LA
331,3341,113,EINECS,Y,,,,4021.0,North America
331,3341,113,EINECS,Y,,,,4021.0,LA
331,3341,113,EINECS,Y,,,,4021.0,EMEA
331,3341,113,EINECS,Y,,,,4021.0,AP
331,3341,114,KKDIK,U,,,,4021.0,AP
331,3341,114,KKDIK,U,,,,4021.0,North America
331,3341,114,KKDIK,U,,,,4021.0,LA
331,3341,114,KKDIK,U,,,,4021.0,EMEA
331,3341,116,ENCS,U,,,,4021.0,AP
331,3341,116,ENCS,U,,,,4021.0,EMEA
331,3341,116,ENCS,U,,,,4021.0,North America
331,3341,116,ENCS,U,,,,4021.0,LA
332,3342,90,MSDS,Y,,,,4042.0,North America
332,3342,90,MSDS,Y,,,,4042.0,LA
332,3342,90,MSDS,Y,,,,4042.0,AP
332,3342,90,MSDS,Y,,,,4042.0,EMEA
332,3342,91,TSCA,Y,,,,4042.0,LA
332,3342,91,TSCA,Y,,,,4042.0,AP
332,3342,91,TSCA,Y,,,,4042.0,EMEA
332,3342,91,TSCA,Y,,,,4042.0,North America
332,3342,109,TSCASEC,Y,,,,4042.0,North America
332,3342,109,TSCASEC,Y,,,,4042.0,LA
332,3342,109,TSCASEC,Y,,,,4042.0,EMEA
