AP_PGM_ID,PGM_ID,REGION_ID,REGION_NAME,GY_PLANT_ID,PROH_PLANT_NAME
20071,66533,3.0,EMEA,,
20071,66533,4.0,AP,,
20072,66565,3.0,EMEA,,
20074,66566,3.0,EMEA,,
20076,66569,,,,
15408,27122,1.0,NA,,
15408,27122,2.0,LA,,
15408,27122,3.0,EMEA,,
15408,27122,4.0,AP,,
15482,28065,,,,
15487,28070,,,,
15758,30688,1.0,NA,,
15758,30688,2.0,LA,,
15758,30688,3.0,EMEA,,
15758,30688,4.0,AP,,
15882,32020,,,,
15927,32410,,,,
15932,32419,,,,
16256,36471,1.0,NA,,
16256,36471,2.0,LA,,
16256,36471,3.0,EMEA,,
16256,36471,4.0,AP,,
16364,37340,1.0,NA,,
16515,38881,1.0,NA,,
16518,38884,1.0,NA,,
16520,38886,1.0,NA,,
16829,41267,1.0,NA,,
16829,41267,2.0,LA,,
16829,41267,3.0,EMEA,,
16829,41267,4.0,AP,,
16973,42274,,,,
17019,42478,2.0,LA,,
17041,42540,,,,
17185,43110,1.0,NA,,
17185,43110,3.0,EMEA,,
17194,43141,,,,
17536,44296,,,,
17538,44298,,,,
17540,44300,,,,
17542,44302,,,,
17544,44304,,,,
17557,44323,,,,
17558,44324,,,,
17559,44325,,,,
17562,44328,,,,
17718,44858,1.0,NA,,
17718,44858,2.0,LA,,
17718,44858,3.0,EMEA,,
17718,44858,4.0,AP,,
18389,49356,,,,
18400,49475,1.0,NA,,
18400,49475,2.0,LA,,
18400,49475,3.0,EMEA,,
18400,49475,4.0,AP,,
18401,49476,1.0,NA,,
18401,49476,2.0,LA,,
18401,49476,3.0,EMEA,,
18401,49476,4.0,AP,,
18403,49478,1.0,NA,,
18403,49478,2.0,LA,,
18403,49478,3.0,EMEA,,
18403,49478,4.0,AP,,
18404,49479,1.0,NA,,
18404,49479,2.0,LA,,
18404,49479,3.0,EMEA,,
18404,49479,4.0,AP,,
18405,49480,1.0,NA,,
18405,49480,2.0,LA,,
18405,49480,3.0,EMEA,,
18405,49480,4.0,AP,,
18406,49481,1.0,NA,,
18406,49481,2.0,LA,,
18406,49481,3.0,EMEA,,
18406,49481,4.0,AP,,
18407,49482,1.0,NA,,
18407,49482,2.0,LA,,
18407,49482,3.0,EMEA,,
18407,49482,4.0,AP,,
18423,49521,,,,
18424,49522,1.0,NA,,
18424,49522,2.0,LA,,
18424,49522,3.0,EMEA,,
18424,49522,4.0,AP,,
18426,49524,1.0,NA,,
18426,49524,2.0,LA,,
18426,49524,3.0,EMEA,,
18426,49524,4.0,AP,,
18428,49527,1.0,NA,,
18428,49527,2.0,LA,,
18428,49527,3.0,EMEA,,
18428,49527,4.0,AP,,
18429,49528,1.0,NA,,
18429,49528,2.0,LA,,
18429,49528,3.0,EMEA,,
18429,49528,4.0,AP,,
18431,49530,2.0,LA,,
18432,49532,1.0,NA,,
18432,49532,2.0,LA,,
18432,49532,3.0,EMEA,,
18432,49532,4.0,AP,,
18442,49570,3.0,EMEA,,
18444,49577,,,,
18450,49694,1.0,NA,,
18450,49694,2.0,LA,,
18450,49694,3.0,EMEA,,
18450,49694,4.0,AP,,
18468,50000,,,,
18473,50038,1.0,NA,,
18473,50038,2.0,LA,,
18473,50038,3.0,EMEA,,
18473,50038,4.0,AP,,
18490,50306,1.0,NA,,
18490,50306,2.0,LA,,
18490,50306,3.0,EMEA,,
18490,50306,4.0,AP,,
18495,50310,4.0,AP,,
18501,50316,4.0,AP,,
18503,50318,4.0,AP,,
18508,50323,4.0,AP,,
18514,50338,1.0,NA,,
18514,50338,2.0,LA,,
18514,50338,3.0,EMEA,,
18514,50338,4.0,AP,,
18524,50378,,,,
18526,50380,,,,
18528,50381,,,,
18535,50417,1.0,NA,,
18535,50417,2.0,LA,,
18535,50417,3.0,EMEA,,
18535,50417,4.0,AP,,
15313,26588,,,,
15625,29401,,,,
15747,30569,,,,
15857,31544,,,,
16199,36067,,,,
16247,36432,3.0,EMEA,,
16254,36468,1.0,NA,,
16262,36530,1.0,NA,,
16262,36530,2.0,LA,,
16262,36530,3.0,EMEA,,
16262,36530,4.0,AP,,
16273,36665,1.0,NA,,
16273,36665,2.0,LA,,
16273,36665,3.0,EMEA,,
16273,36665,4.0,AP,,
16542,38961,1.0,NA,,
16542,38961,2.0,LA,,
16542,38961,3.0,EMEA,23.0,Adapazari
16542,38961,4.0,AP,,
16542,38961,1.0,NA,,
16542,38961,2.0,LA,,
16542,38961,3.0,EMEA,25.0,Izmit
16542,38961,4.0,AP,,
16580,39367,,,,
16581,39368,,,,
16813,41201,1.0,NA,,
16827,41265,1.0,NA,,
16827,41265,2.0,LA,,
16827,41265,3.0,EMEA,,
16827,41265,4.0,AP,,
17011,42451,,,,
17018,42476,,,,
17026,42497,1.0,NA,,
17026,42497,2.0,LA,,
17094,42771,,,,
17186,43111,1.0,NA,,
17186,43111,3.0,EMEA,,
17207,43208,,,,
17345,43690,,,,
17415,43971,,,,
17496,44230,1.0,NA,,
17496,44230,2.0,LA,,
17496,44230,4.0,AP,,
17634,44653,4.0,AP,,
17876,45990,3.0,EMEA,,
18072,47241,1.0,NA,,
18087,47363,1.0,NA,,
18087,47363,2.0,LA,,
18087,47363,3.0,EMEA,,
18087,47363,4.0,AP,,
18090,47366,,,,
18091,47367,,,,
18152,47788,,,,
18904,53231,,,,
18906,53294,3.0,EMEA,,
18907,53295,3.0,EMEA,,
18934,53389,1.0,NA,,
18934,53389,3.0,EMEA,,
18936,53391,1.0,NA,,
18936,53391,3.0,EMEA,,
18938,53393,1.0,NA,,
18938,53393,3.0,EMEA,,
18939,53394,1.0,NA,,
18939,53394,3.0,EMEA,,
18940,53395,1.0,NA,,
18940,53395,3.0,EMEA,,
18970,53643,1.0,NA,,
18970,53643,2.0,LA,,
18970,53643,3.0,EMEA,,
18970,53643,4.0,AP,,
18972,53646,1.0,NA,,
18972,53646,2.0,LA,,
18972,53646,3.0,EMEA,,
18972,53646,4.0,AP,,
19046,54595,1.0,NA,,
19046,54595,3.0,EMEA,,
19049,54598,1.0,NA,,
19049,54598,2.0,LA,,
19049,54598,3.0,EMEA,,
19049,54598,4.0,AP,,
19098,55490,,,,
19128,55738,,,,
19186,56782,,,,
19188,56841,,,,
19209,57310,3.0,EMEA,,
19210,57382,1.0,NA,,
19210,57382,2.0,LA,,
19210,57382,3.0,EMEA,19.0,Philippsburg
19210,57382,4.0,AP,,
19210,57382,1.0,NA,,
19210,57382,2.0,LA,,
19210,57382,3.0,EMEA,23.0,Adapazari
19210,57382,4.0,AP,,
19210,57382,1.0,NA,,
19210,57382,2.0,LA,,
19210,57382,3.0,EMEA,25.0,Izmit
19210,57382,4.0,AP,,
19210,57382,1.0,NA,,
19210,57382,2.0,LA,,
19210,57382,3.0,EMEA,26.0,Fulda
19210,57382,4.0,AP,,
19210,57382,1.0,NA,,
19210,57382,2.0,LA,35.0,Peru
19210,57382,3.0,EMEA,,
19210,57382,4.0,AP,,
19210,57382,1.0,NA,,
19210,57382,2.0,LA,,
19210,57382,3.0,EMEA,,
19210,57382,4.0,AP,40.0,Thailand
19210,57382,1.0,NA,,
19210,57382,2.0,LA,,
19210,57382,3.0,EMEA,,
19210,57382,4.0,AP,47.0,Indonesia
19210,57382,1.0,NA,,
19210,57382,2.0,LA,,
19210,57382,3.0,EMEA,50.0,Hanau
19210,57382,4.0,AP,,
19210,57382,1.0,NA,,
19210,57382,2.0,LA,,
19210,57382,3.0,EMEA,51.0,Wittlich
19210,57382,4.0,AP,,
19210,57382,1.0,NA,,
19210,57382,2.0,LA,,
19210,57382,3.0,EMEA,52.0,Fuerstenwalde
19210,57382,4.0,AP,,
19210,57382,1.0,NA,,
19210,57382,2.0,LA,,
19210,57382,3.0,EMEA,53.0,Riesa
19210,57382,4.0,AP,,
19316,59215,2.0,LA,,
19318,59285,1.0,NA,,
19412,60598,,,,
19447,61005,,,,
19504,61771,1.0,NA,,
19504,61771,2.0,LA,,
19504,61771,3.0,EMEA,,
19504,61771,4.0,AP,,
19588,62566,1.0,NA,,
19588,62566,2.0,LA,,
19588,62566,4.0,AP,,
19624,62970,,,,
19728,63397,3.0,EMEA,,
19732,63450,1.0,NA,,
19732,63450,2.0,LA,,
19732,63450,3.0,EMEA,,
19732,63450,4.0,AP,,
19738,63459,,,,
15366,26834,,,,
15400,27023,1.0,NA,,
15562,28748,,,,
15563,28749,,,,
15564,28750,,,,
15565,28751,,,,
15566,28752,,,,
15617,29392,,,,
15618,29393,,,,
15622,29398,,,,
15701,30205,1.0,NA,,
15701,30205,2.0,LA,,
15701,30205,3.0,EMEA,,
15701,30205,4.0,AP,,
15712,30263,,,,
15776,30855,1.0,NA,,
15776,30855,2.0,LA,,
15776,30855,3.0,EMEA,,
15776,30855,4.0,AP,,
15950,33310,1.0,NA,,
15950,33310,2.0,LA,,
15950,33310,4.0,AP,,
15999,33967,,,,
16103,35162,,,,
16104,35163,,,,
16348,37291,1.0,NA,,
16348,37291,2.0,LA,,
16348,37291,3.0,EMEA,,
16348,37291,4.0,AP,,
16529,38894,,,,
16546,38995,1.0,NA,,
16546,38995,2.0,LA,,
16604,39677,1.0,NA,,
16639,39903,1.0,NA,,
16639,39903,2.0,LA,,
16639,39903,3.0,EMEA,,
16639,39903,4.0,AP,,
16650,40035,1.0,NA,,
16650,40035,2.0,LA,,
16650,40035,3.0,EMEA,,
16650,40035,4.0,AP,,
17035,42527,1.0,NA,,
17035,42527,2.0,LA,,
17035,42527,3.0,EMEA,23.0,Adapazari
17035,42527,4.0,AP,,
17035,42527,1.0,NA,,
17035,42527,2.0,LA,,
17035,42527,3.0,EMEA,25.0,Izmit
17035,42527,4.0,AP,,
17082,42750,,,,
17179,43101,2.0,LA,,
17238,43367,1.0,NA,,
17238,43367,2.0,LA,,
17238,43367,3.0,EMEA,,
17238,43367,4.0,AP,,
17258,43427,1.0,NA,,
17258,43427,3.0,EMEA,,
17338,43684,,,,
17341,43686,,,,
17379,43829,,,,
17498,44232,,,,
17593,44461,1.0,NA,,
17593,44461,2.0,LA,,
17593,44461,3.0,EMEA,,
17593,44461,4.0,AP,,
18537,50419,1.0,NA,,
18537,50419,2.0,LA,,
18537,50419,3.0,EMEA,,
18537,50419,4.0,AP,,
18539,50421,1.0,NA,,
18539,50421,2.0,LA,,
18539,50421,3.0,EMEA,,
18539,50421,4.0,AP,,
18544,50426,1.0,NA,,
18544,50426,2.0,LA,,
18544,50426,3.0,EMEA,,
18544,50426,4.0,AP,,
18550,50433,1.0,NA,,
18550,50433,2.0,LA,,
18550,50433,3.0,EMEA,,
18550,50433,4.0,AP,,
18554,50468,,,,
18562,50509,1.0,NA,,
18562,50509,2.0,LA,,
18562,50509,4.0,AP,,
18567,50548,1.0,NA,,
18567,50548,2.0,LA,,
18567,50548,3.0,EMEA,,
18567,50548,4.0,AP,,
18570,50624,2.0,LA,,
18570,50624,3.0,EMEA,,
18570,50624,4.0,AP,,
18586,50815,3.0,EMEA,,
18587,50816,3.0,EMEA,,
18588,50817,,,,
18602,50922,,,,
18606,50952,1.0,NA,,
18606,50952,2.0,LA,,
18606,50952,3.0,EMEA,,
18606,50952,4.0,AP,,
18620,50989,3.0,EMEA,,
18622,50991,3.0,EMEA,,
18623,50992,3.0,EMEA,,
18625,50994,3.0,EMEA,,
18627,50996,3.0,EMEA,,
18629,50998,3.0,EMEA,,
18631,51000,3.0,EMEA,,
18633,51002,3.0,EMEA,,
18635,51004,3.0,EMEA,,
18637,51006,3.0,EMEA,,
18640,51012,1.0,NA,,
18640,51012,2.0,LA,,
18674,51187,1.0,NA,,
18675,51188,1.0,NA,,
18676,51189,1.0,NA,,
18684,51222,,,,
18688,51225,,,,
15524,28451,1.0,NA,,
15579,28886,,,,
15808,31218,3.0,EMEA,,
15811,31221,1.0,NA,,
15811,31221,2.0,LA,,
15811,31221,3.0,EMEA,,
15811,31221,4.0,AP,,
15834,31414,2.0,LA,,
15856,31543,,,,
16006,33974,1.0,NA,,
16059,34644,1.0,NA,,
16059,34644,2.0,LA,,
16059,34644,3.0,EMEA,,
16059,34644,4.0,AP,,
16230,36279,1.0,NA,,
16230,36279,2.0,LA,,
16230,36279,3.0,EMEA,,
16230,36279,4.0,AP,,
16252,36467,1.0,NA,,
16366,37415,1.0,NA,,
16366,37415,2.0,LA,,
16366,37415,3.0,EMEA,,
16366,37415,4.0,AP,,
16402,37728,1.0,NA,,
16402,37728,2.0,LA,,
16402,37728,3.0,EMEA,,
16402,37728,4.0,AP,,
16667,40109,3.0,EMEA,,
16668,40110,1.0,NA,,
16668,40110,2.0,LA,,
16668,40110,3.0,EMEA,,
16668,40110,4.0,AP,,
16820,41233,,,,
16958,42231,1.0,NA,,
16958,42231,2.0,LA,,
16958,42231,3.0,EMEA,,
16958,42231,4.0,AP,,
17012,42469,1.0,NA,,
17012,42469,2.0,LA,,
17047,42560,,,,
17070,42715,1.0,NA,,
17070,42715,2.0,LA,,
17070,42715,3.0,EMEA,,
17070,42715,4.0,AP,,
17167,43037,4.0,AP,,
17173,43074,,,,
17700,44817,,,,
17858,45910,1.0,NA,,
17858,45910,2.0,LA,,
17858,45910,3.0,EMEA,,
17858,45910,4.0,AP,,
17861,45913,1.0,NA,,
17861,45913,2.0,LA,,
17861,45913,3.0,EMEA,,
17861,45913,4.0,AP,,
18348,49018,,,,
18977,53658,,,,
19010,54236,3.0,EMEA,23.0,Adapazari
19010,54236,3.0,EMEA,25.0,Izmit
19011,54237,1.0,NA,10.0,Napanee
19011,54237,3.0,EMEA,,
19011,54237,1.0,NA,11.0,Valleyfield
19011,54237,3.0,EMEA,,
19034,54572,1.0,NA,,
19034,54572,2.0,LA,,
19034,54572,3.0,EMEA,,
19034,54572,4.0,AP,,
19050,54599,1.0,NA,,
19050,54599,3.0,EMEA,,
19051,54600,1.0,NA,,
19051,54600,3.0,EMEA,,
19056,54689,1.0,NA,,
19056,54689,3.0,EMEA,,
19057,54690,1.0,NA,,
19057,54690,3.0,EMEA,,
19175,56526,1.0,NA,,
19175,56526,2.0,LA,,
19175,56526,3.0,EMEA,,
19175,56526,4.0,AP,,
19234,57799,1.0,NA,,
19310,59058,1.0,NA,,
19310,59058,2.0,LA,,
19310,59058,3.0,EMEA,,
19322,59559,1.0,NA,,
19322,59559,2.0,LA,,
19322,59559,3.0,EMEA,,
19322,59559,4.0,AP,,
19349,59784,1.0,NA,,
19349,59784,3.0,EMEA,,
19366,59992,,,,
19479,61536,1.0,NA,,
19480,61537,1.0,NA,,
19512,61872,3.0,EMEA,,
19514,61873,1.0,NA,,
19514,61873,2.0,LA,,
19514,61873,3.0,EMEA,23.0,Adapazari
19514,61873,1.0,NA,,
19514,61873,2.0,LA,,
19514,61873,3.0,EMEA,25.0,Izmit
19516,61875,3.0,EMEA,,
19544,61993,3.0,EMEA,23.0,Adapazari
19544,61993,4.0,AP,,
19544,61993,3.0,EMEA,25.0,Izmit
19544,61993,4.0,AP,,
19545,61994,4.0,AP,,
19581,62497,,,,
19742,63580,3.0,EMEA,,
19775,64005,1.0,NA,,
19775,64005,3.0,EMEA,,
19779,64009,1.0,NA,,
19779,64009,3.0,EMEA,,
19820,64360,,,,
19836,64527,1.0,NA,,
19870,64737,,,,
19872,64807,1.0,NA,,
19872,64807,2.0,LA,,
19872,64807,3.0,EMEA,,
19872,64807,4.0,AP,,
19876,64810,1.0,NA,,
19876,64810,2.0,LA,,
19876,64810,3.0,EMEA,,
19876,64810,4.0,AP,,
19877,64811,1.0,NA,,
19877,64811,2.0,LA,,
19877,64811,3.0,EMEA,,
19877,64811,4.0,AP,,
19882,64910,,,,
15317,26592,,,,
15318,26593,,,,
15544,28527,1.0,NA,,
15544,28527,2.0,LA,,
15544,28527,3.0,EMEA,,
15544,28527,4.0,AP,,
15680,30032,,,,
15688,30088,,,,
15792,31096,1.0,NA,,
15792,31096,2.0,LA,,
15792,31096,3.0,EMEA,,
15792,31096,4.0,AP,,
15830,31410,2.0,LA,,
15860,31762,1.0,NA,,
15860,31762,2.0,LA,,
15860,31762,3.0,EMEA,,
15860,31762,4.0,AP,,
15911,32161,,,,
15940,32667,,,,
15943,32670,1.0,NA,,
15943,32670,2.0,LA,,
15943,32670,3.0,EMEA,,
15943,32670,4.0,AP,,
16341,37245,1.0,NA,,
16341,37245,2.0,LA,,
16341,37245,3.0,EMEA,,
16341,37245,4.0,AP,,
16615,39786,1.0,NA,,
16615,39786,3.0,EMEA,,
16618,39789,1.0,NA,,
16677,40198,1.0,NA,,
16677,40198,3.0,EMEA,,
16710,40490,1.0,NA,,
16710,40490,2.0,LA,,
16710,40490,3.0,EMEA,,
16710,40490,4.0,AP,,
16730,40645,,,,
16731,40646,,,,
16825,41263,1.0,NA,,
16825,41263,2.0,LA,,
16825,41263,3.0,EMEA,,
16825,41263,4.0,AP,,
16828,41266,1.0,NA,,
16828,41266,2.0,LA,,
16828,41266,3.0,EMEA,,
16828,41266,4.0,AP,,
16835,41294,,,,
17132,42956,1.0,NA,,
17165,43024,1.0,NA,,
17165,43024,2.0,LA,,
17165,43024,3.0,EMEA,,
17165,43024,4.0,AP,,
17232,43335,1.0,NA,,
17232,43335,2.0,LA,,
17232,43335,3.0,EMEA,,
17232,43335,4.0,AP,,
17385,43835,,,,
17451,44100,,,,
17500,44234,,,,
17574,44363,2.0,LA,,
18694,51285,1.0,NA,,
18694,51285,2.0,LA,,
18694,51285,3.0,EMEA,,
18694,51285,4.0,AP,,
18697,51324,,,,
18705,51404,,,,
18706,51405,1.0,NA,,
18706,51405,2.0,LA,,
18706,51405,3.0,EMEA,,
18706,51405,4.0,AP,,
18714,51460,,,,
18715,51461,,,,
18716,51463,,,,
18720,51516,4.0,AP,,
18726,51611,1.0,NA,,
18726,51611,2.0,LA,,
18726,51611,3.0,EMEA,,
18726,51611,4.0,AP,,
18728,51613,,,,
18735,51621,1.0,NA,,
18735,51621,2.0,LA,,
18735,51621,3.0,EMEA,,
18735,51621,4.0,AP,,
18736,51622,,,,
18738,51668,,,,
18741,51670,,,,
18742,51671,,,,
18743,51672,,,,
18745,51674,,,,
15295,26515,1.0,NA,,
15295,26515,2.0,LA,,
15295,26515,3.0,EMEA,,
15295,26515,4.0,AP,,
15336,26650,1.0,NA,,
15507,28146,1.0,NA,,
15507,28146,2.0,LA,,
15507,28146,3.0,EMEA,,
15507,28146,4.0,AP,,
15694,30198,1.0,NA,,
15694,30198,2.0,LA,,
15694,30198,3.0,EMEA,,
15694,30198,4.0,AP,,
15704,30208,1.0,NA,,
15704,30208,2.0,LA,,
15704,30208,3.0,EMEA,,
15704,30208,4.0,AP,,
16048,34523,1.0,NA,,
16048,34523,2.0,LA,,
16048,34523,3.0,EMEA,,
16053,34528,1.0,NA,,
16053,34528,2.0,LA,,
16053,34528,3.0,EMEA,,
16056,34592,3.0,EMEA,,
16090,35040,1.0,NA,,
16090,35040,2.0,LA,,
16090,35040,3.0,EMEA,,
16090,35040,4.0,AP,,
16099,35095,,,,
16118,35222,,,,
16127,35278,,,,
16396,37687,1.0,NA,,
16406,37759,1.0,NA,,
16406,37759,3.0,EMEA,,
16483,38648,1.0,NA,,
16483,38648,2.0,LA,,
16483,38648,3.0,EMEA,,
16483,38648,4.0,AP,,
16510,38877,1.0,NA,,
16606,39703,,,,
16652,40037,,,,
16904,41779,1.0,NA,,
16904,41779,2.0,LA,,
16904,41779,3.0,EMEA,,
16904,41779,4.0,AP,,
17030,42520,,,,
17067,42676,,,,
17074,42725,,,,
17133,42960,1.0,NA,,
17180,43104,1.0,NA,,
17180,43104,2.0,LA,,
17180,43104,3.0,EMEA,,
17180,43104,4.0,AP,,
17671,44770,,,,
18346,49015,1.0,NA,,
18346,49015,2.0,LA,,
18346,49015,3.0,EMEA,,
18346,49015,4.0,AP,,
18349,49019,,,,
18350,49020,,,,
18352,49022,,,,
18353,49023,,,,
18358,49083,,,,
18947,53402,,,,
18962,53484,,,,
19071,54868,1.0,NA,,
19071,54868,2.0,LA,,
19071,54868,3.0,EMEA,,
19071,54868,4.0,AP,,
19072,54873,1.0,NA,,
19072,54873,2.0,LA,,
19072,54873,3.0,EMEA,,
19072,54873,4.0,AP,,
19237,57872,1.0,NA,,
19237,57872,2.0,LA,,
19239,57874,1.0,NA,,
19239,57874,2.0,LA,,
19240,57875,1.0,NA,,
19240,57875,2.0,LA,,
19242,57877,1.0,NA,,
19242,57877,2.0,LA,,
19249,57968,1.0,NA,,
19249,57968,2.0,LA,,
19251,57970,1.0,NA,,
19251,57970,2.0,LA,,
19362,59988,1.0,NA,,
19364,59990,1.0,NA,,
19404,60586,1.0,NA,,
19404,60586,2.0,LA,,
19404,60586,3.0,EMEA,,
19404,60586,4.0,AP,,
19420,60738,1.0,NA,,
19420,60738,2.0,LA,,
19420,60738,3.0,EMEA,,
19421,60739,1.0,NA,,
19421,60739,2.0,LA,,
19421,60739,3.0,EMEA,,
19421,60739,4.0,AP,,
19422,60740,,,,
19423,60741,,,,
19424,60742,,,,
19497,61765,1.0,NA,,
19550,62003,1.0,NA,,
19550,62003,2.0,LA,,
19550,62003,3.0,EMEA,,
19550,62003,4.0,AP,,
19551,62004,1.0,NA,,
19551,62004,2.0,LA,,
19551,62004,3.0,EMEA,,
19551,62004,4.0,AP,,
19552,62005,1.0,NA,,
19552,62005,2.0,LA,,
19552,62005,3.0,EMEA,,
19552,62005,4.0,AP,,
19553,62006,1.0,NA,,
19553,62006,2.0,LA,,
19553,62006,3.0,EMEA,,
19553,62006,4.0,AP,,
19554,62007,1.0,NA,,
19554,62007,2.0,LA,,
19554,62007,3.0,EMEA,,
19554,62007,4.0,AP,,
19804,64257,,,,
19805,64258,,,,
19806,64259,,,,
19832,64488,1.0,NA,,
19832,64488,2.0,LA,,
19832,64488,3.0,EMEA,,
19832,64488,4.0,AP,,
19930,65182,,,,
19931,65183,,,,
15481,28064,,,,
15483,28066,,,,
15506,28145,1.0,NA,,
15506,28145,2.0,LA,,
15506,28145,3.0,EMEA,,
15506,28145,4.0,AP,,
15535,28461,1.0,NA,,
15550,28584,1.0,NA,,
15584,28954,1.0,NA,,
15585,28955,,,,
15598,29134,2.0,LA,36.0,Venezuela
15642,29517,,,,
15649,29567,,,,
15771,30800,,,,
15850,31537,,,,
15854,31541,,,,
16028,34189,1.0,NA,,
16314,36924,,,,
16466,38471,1.0,NA,,
16466,38471,2.0,LA,,
16466,38471,4.0,AP,42.0,Nippon Giant
16469,38503,1.0,NA,,
16469,38503,2.0,LA,,
16469,38503,4.0,AP,,
16599,39618,,,,
16601,39648,,,,
16699,40331,,,,
16774,40906,,,,
16778,40959,1.0,NA,,
16778,40959,2.0,LA,,
16778,40959,3.0,EMEA,23.0,Adapazari
16778,40959,4.0,AP,,
16778,40959,1.0,NA,,
16778,40959,2.0,LA,,
16778,40959,3.0,EMEA,25.0,Izmit
16778,40959,4.0,AP,,
16778,40959,1.0,NA,,
16778,40959,2.0,LA,35.0,Peru
16778,40959,3.0,EMEA,,
16778,40959,4.0,AP,,
16778,40959,1.0,NA,,
16778,40959,2.0,LA,,
16778,40959,3.0,EMEA,,
16778,40959,4.0,AP,40.0,Thailand
16778,40959,1.0,NA,,
16778,40959,2.0,LA,,
16778,40959,3.0,EMEA,,
16778,40959,4.0,AP,47.0,Indonesia
16901,41776,,,,
17084,42752,,,,
17106,42865,,,,
17228,43313,1.0,NA,,
17228,43313,2.0,LA,,
17228,43313,3.0,EMEA,,
17228,43313,4.0,AP,,
17576,44365,2.0,LA,,
17578,44367,2.0,LA,,
17580,44369,2.0,LA,,
18787,51896,3.0,EMEA,,
18788,51897,1.0,NA,,
18788,51897,2.0,LA,,
18788,51897,3.0,EMEA,,
18788,51897,4.0,AP,,
18790,51899,1.0,NA,,
18790,51899,2.0,LA,,
18790,51899,3.0,EMEA,,
18790,51899,4.0,AP,,
18794,51953,,,,
18800,52018,,,,
18804,52070,,,,
18806,52072,1.0,NA,,
18808,52073,,,,
18818,52355,1.0,NA,,
18820,52420,4.0,AP,,
18827,52483,,,,
18828,52484,,,,
18998,54085,3.0,EMEA,,
19000,54086,4.0,AP,,
19312,59061,4.0,AP,,
19558,62010,1.0,NA,,
19558,62010,2.0,LA,,
19558,62010,3.0,EMEA,,
19558,62010,4.0,AP,,
19570,62396,,,,
19633,62978,,,,
19751,63710,1.0,NA,,
19751,63710,2.0,LA,,
19751,63710,4.0,AP,,
19774,64004,1.0,NA,,
19848,64573,1.0,NA,,
19848,64573,2.0,LA,,
19848,64573,3.0,EMEA,,
19848,64573,4.0,AP,,
19849,64574,1.0,NA,,
19849,64574,2.0,LA,,
19849,64574,3.0,EMEA,,
19849,64574,4.0,AP,,
19850,64575,1.0,NA,,
19850,64575,2.0,LA,,
19850,64575,3.0,EMEA,,
19850,64575,4.0,AP,,
19851,64576,1.0,NA,,
19851,64576,2.0,LA,,
19851,64576,3.0,EMEA,,
19851,64576,4.0,AP,,
19852,64577,1.0,NA,,
19852,64577,2.0,LA,,
19852,64577,3.0,EMEA,,
19852,64577,4.0,AP,,
19864,64693,1.0,NA,,
19864,64693,2.0,LA,,
19864,64693,3.0,EMEA,,
19864,64693,4.0,AP,,
19865,64694,1.0,NA,,
19865,64694,2.0,LA,,
19865,64694,3.0,EMEA,,
19865,64694,4.0,AP,,
19866,64695,1.0,NA,,
19866,64695,2.0,LA,,
19866,64695,3.0,EMEA,,
19866,64695,4.0,AP,,
19883,64911,3.0,EMEA,,
15306,26553,1.0,NA,,
15306,26553,2.0,LA,,
15306,26553,3.0,EMEA,,
15306,26553,4.0,AP,,
15315,26590,,,,
15345,26693,,,,
15426,27534,1.0,NA,,
15434,27645,1.0,NA,,
15434,27645,2.0,LA,,
15434,27645,3.0,EMEA,,
15434,27645,4.0,AP,42.0,Nippon Giant
15896,32093,,,,
15898,32095,,,,
15912,32162,,,,
15971,33572,1.0,NA,,
15971,33572,2.0,LA,,
15971,33572,3.0,EMEA,,
15971,33572,4.0,AP,,
16015,34170,1.0,NA,,
16015,34170,2.0,LA,,
16015,34170,3.0,EMEA,,
16015,34170,4.0,AP,,
16016,34171,1.0,NA,,
16016,34171,2.0,LA,,
16016,34171,3.0,EMEA,,
16016,34171,4.0,AP,,
16017,34172,1.0,NA,,
16017,34172,2.0,LA,,
16017,34172,3.0,EMEA,,
16017,34172,4.0,AP,,
16018,34173,1.0,NA,,
16018,34173,2.0,LA,,
16018,34173,3.0,EMEA,,
16018,34173,4.0,AP,,
16150,35475,1.0,NA,,
16177,35692,1.0,NA,,
16177,35692,2.0,LA,,
16177,35692,3.0,EMEA,23.0,Adapazari
16177,35692,4.0,AP,,
16177,35692,1.0,NA,,
16177,35692,2.0,LA,,
16177,35692,3.0,EMEA,25.0,Izmit
16177,35692,4.0,AP,,
16414,37879,3.0,EMEA,,
16596,39589,1.0,NA,,
16596,39589,2.0,LA,,
16596,39589,3.0,EMEA,,
16596,39589,4.0,AP,,
16610,39781,,,,
16715,40495,1.0,NA,,
16715,40495,2.0,LA,,
16715,40495,3.0,EMEA,,
16715,40495,4.0,AP,,
16752,40772,,,,
16753,40773,,,,
16840,41323,4.0,AP,37.0,Malaysia
16840,41323,4.0,AP,40.0,Thailand
16840,41323,4.0,AP,42.0,Nippon Giant
16840,41323,4.0,AP,47.0,Indonesia
16840,41323,4.0,AP,100.0,Pulandian
16906,41781,1.0,NA,,
16906,41781,2.0,LA,,
16906,41781,3.0,EMEA,,
16906,41781,4.0,AP,,
17088,42762,1.0,NA,,
17088,42762,2.0,LA,,
17088,42762,3.0,EMEA,,
17088,42762,4.0,AP,,
17113,42877,,,,
17124,42905,1.0,NA,,
17124,42905,2.0,LA,,
17124,42905,3.0,EMEA,,
17124,42905,4.0,AP,,
17192,43138,,,,
17310,43579,1.0,NA,,
