MATERIAL_GROUP,REVISION_NO,MATERIAL_CODE,MATERIAL_DESC,IS_ACTIVE,SUPPLIER_NAME,PLANT_NAME,CITY,STATE,COUNTRY_NAME,TRADENAME,A_NAME,A_PLANT_NAME,A_CITY,A_STATE,A_COUNTRY_NAME,AGENT_BUILD_BREAK,EXP_CODE,APPROVAL_PROCESS_NAME,CONSOLIDATED_EX_CODE,PGM_ID,PGM_REASON,REQUESTED_BY,ASSIGNED_TO,SUP_STATUS,AGENT_STATUS,SOS_APPROVAL_REGION,APPROVAL_PLANTS,AGENT_APPROVAL_REGION,AGENT_APPROVAL_PLANTS,RESTRICTED_PLANTS
REINFORCEMENT,0,EP,7X(3+9+15X.245)+1 HT,N,HYOSUNG CORPORATION,Dong Nai - Steelcord,Dong Nai,Others,Vietnam,C401EP,,,,,,,S00071,NEW SOURCE,,13965.0,WILMA, ,Rob Wyszynski,N,,"AP, NA",,,,
RAW MATERIAL,5,ZAPITE,"WATER BASED, UNFILLED, INSIDE LUBRICANT",N,CHEM TREND,Howell,Howell,MI,USA,Chem-Trend ML-1108,,,,,,,,REVISIONS,ZAPITE,13909.0,incorrect info from supplier needs to be fixed, ,Rebecca Dando,N,,"AP, EMEA, LA, NA",,,,
REINFORCEMENT,0,US,3+2x.35 ST,Y,HYOSUNG CORPORATION,Dong Nai - Steelcord,Dong Nai,Others,Vietnam,C401US,,,,,,,S00058,NEW SOURCE,,13915.0,wilma, ,Rob Wyszynski,Y,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,0,WBINBR06,Brown water based tread striping ink - low viscosity,N,APV ENGINEERED COATINGS,Akron,Akron,OH,USA,TC-2528,,,,,,,X0007540,NEW MATERIAL,X0007540,13934.0,Brown water based low viscosity tread striping ink,Ronda Hinterlong,Ronda Hinterlong,N,,"LA, NA",,,,
REINFORCEMENT,0,FQ,3+2x.35 UT,N,HYOSUNG CORPORATION,"Eonyang, South Korea",Eonyang,Others,South Korea,C101FQ,,,,,,,GL3089,NEW SOURCE,,13957.0,WILMA, ,Etienne Schauer,N,,"AP, EMEA, LA, NA",,,,
REINFORCEMENT,0,FN,4+3x.35 UT,Y,HYOSUNG CORPORATION,Dong Nai - Steelcord,Dong Nai,Others,Vietnam,C401FN,,,,,,,S00065,NEW SOURCE,,13959.0,WILMA, ,Rob Wyszynski,Y,,"AP, EMEA, LA, NA",,,,
REINFORCEMENT,0,FR,3x.21/9x.185 UT,Y,HYOSUNG CORPORATION,Dong Nai - Steelcord,Dong Nai,Others,Vietnam,C401FR,,,,,,,S00066,NEW SOURCE,,13960.0,WILMA, ,Rob Wyszynski,Y,,"AP, EMEA, LA, NA",,,,
REINFORCEMENT,0,FP,1x.21/18x.185 UT,Y,HYOSUNG CORPORATION,Dong Nai - Steelcord,Dong Nai,Others,Vietnam,C401FP,,,,,,,S00068,NEW SOURCE,,13962.0,WILMA, ,Rob Wyszynski,Y,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,3,TYLERAX-O,TBSI,N,Solutia Europe BVBA/ SPRL,"Hebei, China",Hebei,Others,China,SANTOCURE TBSI,Americas International,Akron,Akron,OH,USA,,,REVISIONS,TYLERAX-O,13973.0,Update to Global Format.  Increase HPLC purity limits to better meet supplier capability from 89.1-92.9 to 90 - 94%. Remove Cu and Mn,Renee Weber,Renee Weber,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,4,NOLO,TSR 20 BLOCK NATURAL RUBBER (Non EUDR),N,Star Rubber,KBT,Pontianak,Others,Indonesia,TSR 20,GOCPL,SINGAPORE,Singapore,Others,Singapore,,X0007664,NEW SOURCE,X0007664,14055.0,Supply flexibility & price leverage, ,Samantha Bernard,Y,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,1,BUD1260,"Polybutadiene, Ni, 25 phr HN",Y,GOODYEAR TIRE AND RUBBER,Beaumont,Beaumont,TX,USA,BUD1260,,,,,,,,REVISIONS,BUD1260,14110.0,"- Updated to new Global Format
- Updated material description
-Updated Specific Gravity to 0.91
",Alesia Salberg,Alesia Salberg,Y,,"AP, EMEA, LA, NA",,,,
REINFORCEMENT,0,WT,2+1X.28 NT,N,JIANGSU XINGDA,Xing Hua,Xing Hua,Others,China,Z103WT,,,,,,,GL3069/N,NEW SOURCE,,14265.0,Supply Security, ,Anthony Hardy,N,,EMEA,,,,
RAW MATERIAL,4,NOLO,TSR 20 BLOCK NATURAL RUBBER (Non EUDR),N,SOUTHLAND RESOURCES,Southland Rayong,,Others,Thailand,TSR 20,GOCPL,SINGAPORE,Singapore,Others,Singapore,,X0007688,NEW SOURCE,X0007688,14272.0,"Supplier flexibility &
Cost leverage", ,Maureen DeSanzo,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,0,MARZINE,dust ring lubricating oil,N,Battenfeld Grease and Oil,North Tonawanda,North Tonawanda,NY,USA,DSO-1200,AMERICAN LUBRICANTS,Buffalo,Buffalo,NY,USA,,X0007649,NEW MATERIAL,X0007649,14273.0,need approval for dust ring lube for Lawton, ,Rebecca Dando,N,N,NA,,NA,,
REINFORCEMENT,0,NF30MR,"NYLON 6,6  1400/1/2 10 X 10 TPI 30EPI MR",Y,HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,139NF30MR,,,,,,,N00021,NEW SOURCE,,14335.0,Utica Fabric Transfers - Decatur priority, ,Doug Till,Y,,"AP, EMEA, LA, NA",,,,
REINFORCEMENT,0,RQ24SE,Rayon 2440/1/2 9.9x9.9 24EPI SE,Y,Kordarna,Velka nad Velickou,Velka nad Velickou,Others,Czech Republic,I14RQ24SE,,,,,,,GTC1218SE/J,NEW MATERIAL,,14238.0,Cost savings, ,Marie Chaidron,Y,,EMEA,,,,
REINFORCEMENT,0,NC32KR,"NYLON 6,6  940/1/2 12 X 12 TPI 32EPI KR",N,HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,NC32KR,,,,,,,N00024,NEW SOURCE,,14338.0,Utica Fabric Transfers - Decatur priority, ,Doug Till,N,,"AP, LA, NA",,,,
REINFORCEMENT,0,NF26KR,"NYLON 6,6  1400/1/2 10 X 10 TPI 26EPI KR",Y,HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,139NF26KR,,,,,,,N00025,NEW SOURCE,,14339.0,Utica Fabric Transfers - Decatur priority, ,Doug Till,Y,,"AP, LA, NA",,,,
REINFORCEMENT,0,NF30MA,"NYLON 6,6  1400/1/2 10 X 10 TPI 30EPI MA",N,HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,NF30MA,,,,,,,N00026,NEW SOURCE,,14340.0,Utica Fabric Transfers - Decatur priority, ,Doug Till,N,,"AP, EMEA, LA, NA",,,,
REINFORCEMENT,0,NF20MS,"NYLON 6,6 1400/1/2 10X10 TPI 20EPI MS",N,HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,NF20MS,,,,,,,N00029,NEW SOURCE,,14350.0,Utica Fabric Transfers - Decatur priority, ,Doug Till,N,,"AP, EMEA, LA, NA",,,,
REINFORCEMENT,0,TC24HF,HMLS POLYESTER 1100/1/2 11.5X11.5 TPI 24EPI VF,Y,HYOSUNG CORPORATION,"Dong Nai, Vietnam",Dong Nai,Others,Vietnam,S04TC24HF,,,,,,,V00044,NEW SOURCE,,14374.0,Second Source program, ,Doug Till,Y,,"EMEA, NA",,,,
REINFORCEMENT,0,AB18YF,ARAMID 1670/1/2 12X12 TPI 18EPI NA (ARAMID UTICA PROCESS),N,HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,AB18YF,,,,,,,A00015,NEW SOURCE,,14165.0,Utica Fabric Transfers, ,Doug Till,N,,"AP, LA, NA",,,,
RAW MATERIAL,4,NOLO,TSR 20 BLOCK NATURAL RUBBER (Non EUDR),N,Karini Utama,SFA,	KABUPATEN BANGKA,Others,Indonesia,TSR 20,GOCPL,SINGAPORE,Singapore,Others,Singapore,,X0007714,NEW SOURCE,X0007714,14290.0,"Supply Flexibility
New source development", ,Samantha Bernard,Y,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,10,CODE1171,PRECIPITATED CONVENTIONAL SILICA WITH A SURFACE AREA OF 125 M^2/G,Y,Wuxi Hengcheng Silicon,Wuxi,Wuxi,Others,China,HCSIL-822GR,,,,,,,X0007888,NEW SOURCE,X0007888,14380.0,Flexibility of supply, ,Manuela Pompei,Y,,"AP, EMEA, LA, NA",,,,
REINFORCEMENT,0,WP,2+2x.25 NT,Y,JIAXING EASTERN,Tengzhou Eastern Steel Cord Co. LTD,Tengzhou,Others,China,Y201WP,,,,,,,GL3075,NEW SOURCE,,14416.0,Supply Security, ,Anthony Hardy,Y,,EMEA,,,,
REINFORCEMENT,0,WL,2x.295 HT,Y,JIAXING EASTERN,Tengzhou Eastern Steel Cord Co. LTD,Tengzhou,Others,China,Y201WL,,,,,,,GL3074,NEW SOURCE,,14418.0,Supply Security, ,Anthony Hardy,Y,,"AP, EMEA, LA, NA",,,,
REINFORCEMENT,0,NC28MA,"NYLON 6,6  940/1/2 12 X 12 TPI 28EPI MA",N,HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,NC28MA,,,,,,,N00027,NEW SOURCE,,14348.0,Utica Fabric Transfers - Decatur priority, ,Doug Till,N,,"AP, LA, NA",,,,
RAW MATERIAL,0,CUENKITE,extruder head lubricant,Y,LD TECNO,"CALI, VALLE DEL CAUCA, COLOMBIA",CALI,Others,Colombia,Dalub RDS 425,,,,,,,X0007721,NEW MATERIAL,X0007721,14426.0,approve new extruder head lubricant, ,Rebecca Dando,Y,,LA,,,,
REINFORCEMENT,0,ES,(0.40+6X.365)+6X(.365+6X.35) ST,Y,BEKAERT,"Shenyang BSAP, China",Shenyang,Others,China,BL01ES,,,,,,,S00073,NEW SOURCE,,14428.0,Secord Source (Emergency), ,Jim Kish,Y,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,3,GASSIC,BUTENE-1,Y,CHEVRON PHILLIPS,ST JAMES,ST JAMES,LA,USA,BUTENE 1,,,,,,,X0007683,NEW SOURCE,X0007683,14159.0,NEW SOURCE, ,Michael Putinski,Y,,NA,,,,
RAW MATERIAL,0,JULIANIC,slab dip,N,HW BARBE,Barbe Thailand,Rayong,Others,Thailand,Promol TK 27/2,,,,,,,X0007723,NEW MATERIAL,X0007723,14431.0,Emergency approval of slab dip due to Konzemic shortage, ,Armin Heyen,N,,"AP, LA, NA",,,,
RAW MATERIAL,11,ZONFLAX,"N-(1,3 DIMETHYL BUTYL) -N'-PHENYL-P-PHENYLENEDIAMINE",N,Kumho Petrochemical,Yeosu - Jeollanam-Do,Yeosu - Jeollanam-Do,Others,South Korea,KUMANOX 13 (6PPD),POSCO DAEWOO CORPORATION,"COMMERCE WAREHOUSE & DISTRIBUTORS, INC.",Anderson,SC,USA,,X0007742,NEW SOURCE,X0007742,14432.0,Security of Supply, ,Mustafa Goksoy,Y,N,"AP, EMEA, LA, NA",Malaysia,NA,,Malaysia
RAW MATERIAL,11,ZONFLAX,"N-(1,3 DIMETHYL BUTYL) -N'-PHENYL-P-PHENYLENEDIAMINE",Y,Kumho Petrochemical,Yeosu - Jeollanam-Do,Yeosu - Jeollanam-Do,Others,South Korea,KUMANOX 13 (6PPD),HB CHEMICAL,Twinsburg,Twinsburg,OH,USA,,X0007742,NEW SOURCE,X0007742,14432.0,Security of Supply, ,Mustafa Goksoy,Y,Y,"AP, EMEA, LA, NA",Malaysia,NA,,Malaysia
RAW MATERIAL,4,NOLO,TSR 20 BLOCK NATURAL RUBBER (Non EUDR),N,Komering Jaya Perdana,SGH,Komering Jaya Perdana,Others,Indonesia,TSR 20,GOCPL,SINGAPORE,Singapore,Others,Singapore,,X0008051,NEW SOURCE,X0008051,14438.0,"Supply Flexibility
Price Leverage
Management Direction
New Source Development", ,Eric Engeldinger,Y,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,8,CODE1011,UNTREATED ZINC OXIDE FROM HIGH PURITY ZINC METAL,N,NORZINCO,Goslar,Goslar,Others,Germany,ZINKWEISS HARZSIEGEL STANDARD,,,,,,,X0007643,NEW SOURCE,X0007643,14173.0,"Cost down, flexibility in supply, 2H10 EMEA bidding event", ,Mustafa Goksoy,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,0,LOUISAX,ZBEC,N,Merchem Limited,Chochin-Kerala,Chochin-Kerala,Others,India,Mercure ZBEC,,,,,,,X0007796,NEW SOURCE,X0007796,14202.0,Supply concerns with Flexsys plant closure, ,Renee Weber,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,3,CLEARIC,FAST DRY SELF VULCANIZING CEMENT,Y,PATCH RUBBER,Roanoke Rapids,Roanoke Rapids,NC,USA,97-565,,,,,,,,REVISIONS,CLEARIC,14211.0,Acetone removed from formulation to raise the flash point,Ronda Hinterlong,Ronda Hinterlong,Y,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,3,CLEARIC,FAST DRY SELF VULCANIZING CEMENT,Y,PATCH RUBBER,Roanoke Rapids,Roanoke Rapids,NC,USA,16-450,,,,,,,,REVISIONS,CLEARIC,14211.0,Acetone removed from formulation to raise the flash point,Ronda Hinterlong,Ronda Hinterlong,Y,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,4,NIMBO,TSR 10 BLOCK NATURAL RUBBER (NON EUDR),N,PHU RIENG,Vietnam,,Others,Vietnam,TSR 10,GOCPL,SINGAPORE,Singapore,Others,Singapore,,X0007900,NEW SOURCE,X0007900,14270.0,Supply flexibility & new source development, ,Achilleas Tsiotas,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
REINFORCEMENT,0,BH17MS,"NYLON 6,6 1400/1/3 8.4X8.4 TPI 17EPI MS",Y,HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,139BH17MS,,,,,,,N00022,NEW SOURCE,,14336.0,Utica Fabric Transfers - Decatur priority, ,Doug Till,Y,,"AP, EMEA, LA, NA",,,,
REINFORCEMENT,0,BH20MS,"NYLON 6,6 1400/1/3 8.4X8.4 TPI 20EPI MS",Y,HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,139BH20MS,,,,,,,N00023,NEW SOURCE,,14337.0,Utica Fabric Transfers - Decatur priority, ,Doug Till,Y,,"AP, EMEA, LA, NA",,,,
REINFORCEMENT,0,NF26MS,"NYLON 6,6 1400/1/2 10X10 TPI 26EPI MS",N,HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,NF26MS,,,,,,,N00028,NEW SOURCE,,14349.0,Utica Fabric Transfers - Decatur priority, ,Doug Till,N,,"AP, LA, NA",,,,
REINFORCEMENT,0,UW,2+2x.295 HT,Y,JIAXING EASTERN,Tengzhou Eastern Steel Cord Co. LTD,Tengzhou,Others,China,Y201UW,,,,,,,GL3076,NEW SOURCE,,14417.0,Supply Security, ,Anthony Hardy,Y,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,8,CODE1011,UNTREATED ZINC OXIDE FROM HIGH PURITY ZINC METAL,N,Mer-Invest,Ploiesti,Ploiesti,Others,Romania,ZINC OXIDE,KONIMPEX,LRT,KONIN,Others,Poland,,X0007642,NEW SOURCE,X0007642,14172.0,Cost down and competition in EMEA 2H10 bidding event, ,Mustafa Goksoy,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
REINFORCEMENT,0,Z102WP,2+2X.25 NT,N,JIANGSU XINGDA,Xing Hua,Xing Hua,Others,China,Z102WP,,,,,,,GL3070,NEW SOURCE,,14266.0,Supply Security, ,Anthony Hardy,N,,"AP, EMEA",,,,
RAW MATERIAL,0,WBINGR11,Green Water Based Tread Striping Ink,Y,APV ENGINEERED COATINGS,Akron,Akron,OH,USA,TC-5546,,,,,,,X0007650,NEW MATERIAL,X0007650,14274.0,New green striping ink for Lawton,Ronda Hinterlong,Ronda Hinterlong,Y,,"LA, NA",,,,
RAW MATERIAL,5,LOWFLIC,Tri-2-EthylHexyl Phosphate,Y,LANXESS,"LEVERKUSEN, GERMANY",LEVERKUSEN,Others,Germany,Vulkanol TOF,,,,,,,,REVISIONS,LOWFLIC,14498.0,"Update to Global Format. Remove Cu, Mn and freezing point. Move SG, IR, Viscosity, and flash point to Material Desc. Add assay to B tests. Update limits to reflect both new sources (Rhodia and Lanxess) production capabilities.",Renee Weber,Renee Weber,Y,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,4,LOWFLIC,Tri-2-EthylHexyl Phosphate,N,INTERNATIONAL SPECIALITY PRODUCTS,"Gallipolis, WV, USA",Gallipolis,WV,USA,TOF,CPH SOLUTIONS,UNSPECIFIED,,Others,Others,,,REVISIONS,LOWFLIC,14498.0,"Update to Global Format. Remove Cu, Mn and freezing point. Move SG, IR, Viscosity, and flash point to Material Desc. Add assay to B tests. Update limits to reflect both new sources (Rhodia and Lanxess) production capabilities.",Renee Weber,Renee Weber,N,N,NA,N518 - TCM,NA,N518 - TCM,ICM*A
RAW MATERIAL,2,KRADO,NO. 2 RIBBED SMOKED SHEETS (#2 RSS) (Non-EUDR COMPLIANT),N,GRAND RUBBER,Grand Rubber,Chataburi Province,Others,Thailand,RSS 2,GOCPL,SINGAPORE,Singapore,Others,Singapore,,X0008052,NEW SOURCE,X0008052,14663.0,new supply for increase payables and supply flexibility, ,Eric Engeldinger,Y,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,33,CODE510,"NON-STAINING, ASTM N660 CARBON BLACK WITH IODINE NUMBER OF 36 G/KG",Y,PHILLIPS CARBON,"Mundra, India",Mundra,Others,India,ORIENTBLACK N660,PanaSystem,"LXP - GETRON TRANSPORT B.V. - HOLLAND, NETHERLANDS",SPIJKENISS,Others,Netherlands,,X0008858,NEW SOURCE,X0008858,14486.0,Flexibility of supply, ,Laurent Pravata,Y,Y,"AP, EMEA, LA, NA",,EMEA,,
RAW MATERIAL,33,CODE510,"NON-STAINING, ASTM N660 CARBON BLACK WITH IODINE NUMBER OF 36 G/KG",Y,PHILLIPS CARBON,"Mundra, India",Mundra,Others,India,ORIENTBLACK N660,PanaSystem,Lodz,Lodz,Others,Poland,,X0008858,NEW SOURCE,X0008858,14486.0,Flexibility of supply, ,Laurent Pravata,Y,Y,"AP, EMEA, LA, NA",,EMEA,,
RAW MATERIAL,33,CODE510,"NON-STAINING, ASTM N660 CARBON BLACK WITH IODINE NUMBER OF 36 G/KG",Y,PHILLIPS CARBON,"Mundra, India",Mundra,Others,India,ORIENTBLACK N660,Luxchem,Malaysia,Petaling Jaya,Others,Malaysia,,X0008858,NEW SOURCE,X0008858,14486.0,Flexibility of supply, ,Laurent Pravata,Y,Y,"AP, EMEA, LA, NA",,AP,,
REINFORCEMENT,0,DFGFDG,Dipped fabric,N,CENTURY RAYON,"SHAHAD-KALYAW, INDIA",SHAHAD-KALYAW,Others,India,CENCORD SUPER 2,,,,,,,GTC00000,NEW MATERIAL,,14561.0,test, ,Ralph Olbrich,N,,EMEA,,,,
REINFORCEMENT,0,K36T,1440 DECITEX (1296 DENIER) HMLS PET,N,KOLON,Nanjing,Nanjing,Others,China,TU32HF,,,,,,,GYD3516,NEW SOURCE,,14694.0,supply security, ,Julien Plattier,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,4,NOLO,TSR 20 BLOCK NATURAL RUBBER (Non EUDR),N,Transco Pratama,SGR,Padang,Others,Indonesia,TSR 20,GOCPL,SINGAPORE,Singapore,Others,Singapore,,X0008271,NEW SOURCE,X0008271,14439.0,"Supply flexibility
Price leverage
Management direction
New source development", ,Samantha Bernard,Y,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,4,TRIC,SODIUM SILICOFLUORIDE,Y,TIARCO CHEMICAL,"Dalton, GA, USA",Dalton,GA,USA,SSF DISPERSION,,,,,,,X0007779,NEW SOURCE,X0007779,14535.0,NEW SOURCE, ,Michael Putinski,Y,,NA,,,,
RAW MATERIAL,0,VANESITE,"unfilled, water-based inside tire paint (lining cement)",N,CHEM TREND,SHANGHAI,Shanghai,Others,China,Chem-Trend ML-7019,,,,,,,X0007831,NEW SOURCE,X0007831,14684.0,Second plant approval, ,Rebecca Dando,N,,"AP, EMEA, LA, NA",Other,,,Other
RAW MATERIAL,1,ARLITE,WATER BASED INSIDE TIRE LUBRICANT,N,CHEM TREND,Howell,Howell,MI,USA,Chem-Trend ML-3012,,,,,,,,REVISIONS,ARLITE,14698.0,update format & revise viscosity test conditions, ,Rebecca Dando,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,11,NAILAX,MIXTURE OF ARYL-P-PHENYLENE DIAMINES (FLAKED),N,CHEMTURA,Chemtura SA de CV,Altamira,Others,Mexico,Novazone AS,,,,,,,X0007841,NEW SOURCE,X0007841,14632.0,Long term security of supply, ,Michael Putinski,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,3,CROYDAX,MERCAPTO BENZOTHIAZOLE WITH 2% ANTI-DUSTING AGENT,N,KEMAI CHEMICAL,JMQ,Tianjin,Others,China,ACCELERATOR MBT,SAWEX,WARSAW,WARSAW,Others,Poland,,X0008170,NEW SOURCE,X0008170,14459.0,Low Cost supply, ,Mustafa Goksoy,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,16,CODE799,ASTM N347 CARBON BLACK WITH IODINE NUMBER OF 90 G/KG,Y,PHILLIPS CARBON,"Mundra, India",Mundra,Others,India,N347 ORIENT BLACK,,,,,,,X0008261,NEW SOURCE,X0008261,14488.0,Flexibility of supply, ,Laurent Pravata,Y,,EMEA,,,,
RAW MATERIAL,20,CODE630,"NON-STAINING, ASTM N326 CARBON BLACK WITH IODINE NUMBER OF 82 G/KG",N,PHILLIPS CARBON,"Mundra, India",Mundra,Others,India,N326,,,,,,,X0008819,NEW SOURCE,X0008819,14489.0,Flexibility of supply, ,Laurent Pravata,N,,EMEA,,,,
RAW MATERIAL,9,CODE601,"LEAD FREE , HIGH PURITY, UNTREATED, FRENCH PROCESS ZINC OXIDE",N,Thai-Lysaght,Ayuthaya,Ayuthaya,Others,Thailand,Zinc Oxide,,,,,,,X0007863,NEW SOURCE,X0007863,14470.0,"Thai-Lysaght is moving their plant location from Rangsit, Patumthani provice to the new plant at Rojana Garden Industrial, Ayuthaya province", ,Mustafa Goksoy,N,,"AP, LA, NA",,,,
RAW MATERIAL,0,MOSELLIC-A,"SSBR, 25% Styrene, 37.5 phr TDAE, Si",Y,Versalis SPA,Grangemouth (UK) - SCOTLAND,Grangemouth (UK) - SCOTLAND,Others,UK,SOL R 72614,,,,,,,X0007127,NEW MATERIAL,X0007127,14490.0,"Transfer NS13737 to New material program, Mosellic-A",Eric Engeldinger,Eric Engeldinger,Y,,EMEA,,,,
RAW MATERIAL,2,GULITE,HAPS FREE FILLED WATER-BASED INSIDE TIRE PAINT,N,CHEM TREND,Howell,Howell,MI,USA,Chem-Trend ML-3001,CHEM TREND,Bangalore India,Bangalore,Others,India,,,REVISIONS,GULITE,14539.0,define age limits better, ,Rebecca Dando,N,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,4,CHERINE,LIGHT COLORED TALL OIL FATTY ACID (TOFA),N,GEORGIA PACIFIC,"Crossett, AR, USA",Crossett,AR,USA,XTOL 304,,,,,,,,REVISIONS,CHERINE,14607.0,"- Replace specifications: Cherine-C, Cherine-G, and Cherine-Z
- Update to new global purchasing specification format
- Move Fatty Acid Composition to Material Description
- Remove Copper, Manganese, and IR Scan
",Alesia Salberg,Alesia Salberg,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,5,CHERINE,LIGHT COLORED TALL OIL FATTY ACID (TOFA),Y,Kraton,Savannah,Savannah,GA,USA,Sylfat FA2,,,,,,,,REVISIONS,CHERINE,14607.0,"- Replace specifications: Cherine-C, Cherine-G, and Cherine-Z
- Update to new global purchasing specification format
- Move Fatty Acid Composition to Material Description
- Remove Copper, Manganese, and IR Scan
",Alesia Salberg,Alesia Salberg,Y,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,5,CHERINE,LIGHT COLORED TALL OIL FATTY ACID (TOFA),N,MEADWESTVACO,Deridder,Deridder,LA,USA,L-5A SPECIAL,,,,,,,,REVISIONS,CHERINE,14607.0,"- Replace specifications: Cherine-C, Cherine-G, and Cherine-Z
- Update to new global purchasing specification format
- Move Fatty Acid Composition to Material Description
- Remove Copper, Manganese, and IR Scan
",Alesia Salberg,Alesia Salberg,N,,"AP, EMEA, LA, NA",,,,
REINFORCEMENT,0,LF25MF,"1400/2  Nylon 6 cord woven at 25 epi with extensible fill cord, dipped per MF pr",Y,SRF,"MANALI, CHENNAI, INDIA",MANALI,Others,India,I16LF25MA,SRF,"MANALI, CHENNAI, INDIA",MANALI,Others,India,,L00018,NEW MATERIAL,,14625.0,Approve fabric code LF25MF for Bias Farm,Ken Kot,Ken Kot,Y,Y,AP,,AP,,
RAW MATERIAL,31,CODE228,NON-STAINING ASTM N550 CARBON BLACK WITH IODINE NUMBER OF 43 G/KG,N,PHILLIPS CARBON,"Mundra, India",Mundra,Others,India,ORIENTBLACK N550,,,,,,,X0008221,NEW SOURCE,X0008221,14485.0,Flexibilitly of supply, ,Achilleas Tsiotas,N,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,1,GALLINE,Polyester Phthalate,N,HallStar Company,"Bedford Park, IL, USA",Bedford Park,IL,USA,Plasthall P-900,C H Erbsloeh,CH Erbsloeh,Krefeld D-47809,Others,Germany,,,REVISIONS,GALLINE,14493.0,correct Acid Number to match supplier approval,Gary Platz,Gary Platz,Y,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
RAW MATERIAL,1,GALLINE,Polyester Phthalate,N,HallStar Company,"Bedford Park, IL, USA",Bedford Park,IL,USA,Plasthall P-900,WTH,Stade,Stade,Others,Germany,,,REVISIONS,GALLINE,14493.0,correct Acid Number to match supplier approval,Gary Platz,Gary Platz,Y,N,"AP, EMEA, LA, NA",,"AP, EMEA, LA, NA",,
REINFORCEMENT,0,CH,"1.83MM BEAD WIRE - HIGH TENSILE
(Cooper Code 9024)",Y,BEKAERT,"Jiangyin, China",Jiangyin,Others,China,028CH,,,,,,,GL2084/N,NEW SOURCE,,14624.0,Security of Supply, ,Anthony Hardy,Y,,"AP, EMEA, LA, NA",,,,
RAW MATERIAL,2,CAFINE,Naphthenic,N,Aceites Y Disolventes Palmaseca,Cali,Cali,Others,Colombia,Sarcol,,,,,,,X0003927,NEW SOURCE,X0003927,14689.0,Security of Supply, ,Renee Weber,N,,LA,,,,
RAW MATERIAL,5,RRR20813,"ESBR, IISRP Type 1721, 60 phr DAE",Y,GOODYEAR TIRE AND RUBBER,Houston,Houston,TX,USA,UNSPECIFIED,,,,,,,,REVISIONS,RRR20813,14464.0,"Update specification to account for changes to Rheometer and Sheet Cure.  The standard compound formulation is IRB7 not IRB6, which gives different values for the two tests.  Also, move the Rheometer and Sheet Cure properties to the Material Description since it is not tested on every single lot of material.",Ron Legge,Alesia Salberg,Y,,NA,ICM*A,,,ICM*A
REINFORCEMENT,0,U14T,1100 DECITEX HMLS POLYESTER,Y,KOLON,Nanjing,Nanjing,Others,China,TC28HF,,,,,,,GYD3515,NEW SOURCE,,14541.0,Kolon Nanjing Yarn approval - Kolon will consolidate yarn and black dipping in Nanjing, ,Julien Plattier,Y,,"AP, EMEA, LA, NA",,,,
